,ClauseID,Doc,SentID,SentForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim,AgPres,,,,,,,,,,,
423,424,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,3,' Bush fails reporter's pop quiz on international leaders,V,fails,fail,VBZ,Fin,Pres,Simple,Act,1,1.86E-05,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,2,reporter 's pop quiz on international leaders,0,/,5.37E-06,quiz,indef,Sing,3,nonconc,14,NN,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
424,425,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,5,Web posted at: 3:29 p.m. EST (2029 GMT),V,posted,post,VBN,Part,Tenseless,Simple,Act,2,8.91E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,Web,/,Web,6.31E-05,indef,Sing,3,conc,1,NN,full,1,/,/,,,,,,,,,,,,,,,,,
425,426,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,7,"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots, but President Bill Clinton says Bush ""should, and probably will, pick up"" those names.",V,enduring,endure,VBG,Part,Pres,Simple,Act,3,5.01E-06,/,/,is,/,Texas Gov. George W. Bush,/,/,Gov.,6.17E-06,def,Sing,3,/,proper,6,NNP,2,sharp criticism,0,/,3.16E-05,criticism,indef,Sing,3,nonconc,5,NN,full,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
426,427,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,7,"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots, but President Bill Clinton says Bush ""should, and probably will, pick up"" those names.",A,unable,unable,JJ,/,Tenseless,Simple,Act,3,4.47E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
427,428,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,7,"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots, but President Bill Clinton says Bush ""should, and probably will, pick up"" those names.",V,name,name,VB,Inf,Tenseless,Simple,Act,1,0.000437,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the leaders of four current world hot spots,0,/,7.08E-05,leaders,def,Plur,3,human,9.666666667,NNS,full,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,George W. Bush ,def,Sing,3,human,,,,,,,,,,,,
428,429,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,7,"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots, but President Bill Clinton says Bush ""should, and probably will, pick up"" those names.",V,says,say,VBZ,Fin,Pres,Simple,Act,1,0.000282,/,/,/,/,President Bill Clinton,/,/,President,0.000251,def,Sing,3,/,proper,6,NNP,25,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
429,430,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,7,"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots, but President Bill Clinton says Bush ""should, and probably will, pick up"" those names.",V,pick up,pick up,VB,Inf,Tenseless,Simple,Act,1,0.000103,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,29,those names,0,/,8.51E-05,names,def,Plur,3,human,2,NNS,full,41,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
430,431,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,8,"The front-runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller, a political reporter for WHDH-TV in Boston.",V,faltered,falter,VBD,Fin,Past,Simple,Act,2,6.17E-07,/,/,/,/,The front - runner for the 2000 Republican presidential nomination,/,/,runner,1.29E-05,def,Sing,3,human,full,18,NN,4,/,0,/,/,/,/,/,/,/,/,/,/,/,Thursday,/,Thursday,3.98E-05,def,Sing,3,/,2,NNP,proper,12,/,/,,,,,,,,,,,,,,,,,
431,432,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,8,"The front-runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller, a political reporter for WHDH-TV in Boston.",V,posed,pose,VBN,Part,Tenseless,Simple,Act,1,8.32E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,"by Andy Hiller , a political reporter for WHDH - TV in Boston",by,Andy,2.63E-05,def,Sing,3,/,17,NNP,proper,21,/,/,,,,,,,,,,,,,,,,,
432,433,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,10,"Hiller asked Bush to name the leaders of Chechnya, Taiwan, India and Pakistan.",V,asked,ask,VBD,Fin,Past,Simple,Act,1,0.000195,/,/,/,/,Hiller,/,/,Hiller,5.75E-07,def,Sing,3,/,proper,2,NNP,1,Bush,0,/,3.47E-05,Bush,def,Sing,3,/,1,NNP,proper,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
433,434,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,10,"Hiller asked Bush to name the leaders of Chechnya, Taiwan, India and Pakistan.",V,name,name,VB,Inf,Tenseless,Simple,Act,1,0.000437,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,3,"the leaders of Chechnya , Taiwan , India and Pakistan",0,/,7.08E-05,leaders,def,Plur,3,human,14,NNS,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
434,435,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,11,"Bush was only able to give a partial response to the query on the leader of Taiwan, referring to Taiwanese President Lee Teng-hui simply as ""Lee.""",A,able,able,JJ,/,Tenseless,Simple,Act,2,0.000263,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
435,436,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,11,"Bush was only able to give a partial response to the query on the leader of Taiwan, referring to Taiwanese President Lee Teng-hui simply as ""Lee.""",V,give,give,VB,Inf,Tenseless,Simple,Act,1,0.000513,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,1,a partial response to the query on the leader of Taiwan,0,/,0.000112,response,indef,Sing,3,conc,16,NN,full,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
436,437,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,11,"Bush was only able to give a partial response to the query on the leader of Taiwan, referring to Taiwanese President Lee Teng-hui simply as ""Lee.""",V,referring,refer,VBG,Ger,Tenseless,Simple,Act,3,2.24E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,to Taiwanese President Lee Teng - hui,to,President,0.000251,def,Sing,3,/,11,NNP,proper,22,/,/,,,,,,,,,,,,,,,,,
437,438,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,12,He could not name the others.,V,name,name,VB,Inf,Tenseless,Simple,Act,1,0.000437,/,/,could,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1,PRP,1,the others,0,/,0.000263,others,def,Plur,3,/,3,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
438,439,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,13,"""Can you name the general who is in charge of Pakistan?""",V,name,name,VB,Inf,Tenseless,Simple,Act,1,0.000437,/,/,Can,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,3,the general who is in charge of Pakistan,0,/,0.000355,general,def,Sing,3,human,11.5,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
439,440,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,13,"""Can you name the general who is in charge of Pakistan?""",N,charge,charge,NN,/,Tenseless,Simple,Act,1,0.000102,/,/,/,/,who,the general who is in charge of Pakistan,/,who,0.00224,def,Sing,3,human,wh,1,WP,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
440,441,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,14,"Hiller asked, inquiring about Gen. Pervaiz Musharraf, who seized control of the country October 12.",V,asked,ask,VBD,Fin,Past,Simple,Act,1,0.000195,/,/,/,/,Hiller,/,/,Hiller,5.75E-07,def,Sing,3,/,proper,2,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
441,442,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,14,"Hiller asked, inquiring about Gen. Pervaiz Musharraf, who seized control of the country October 12.",V,inquiring,inquire,VBG,Ger,Tenseless,Simple,Act,4,8.51E-07,/,/,/,/,Hiller,/,/,Hiller,5.75E-07,def,Sing,3,/,proper,2,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,"about Gen. Pervaiz Musharraf , who seized control of the country October 12",about,Gen.,1.78E-05,def,Sing,3,/,20,NNP,proper,6,/,/,,,,,,,,,,,,,,,,,
442,443,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,14,"Hiller asked, inquiring about Gen. Pervaiz Musharraf, who seized control of the country October 12.",V,seized,seize,VBD,Fin,Past,Simple,Act,1,1.32E-05,/,/,/,/,who,"about Gen. Pervaiz Musharraf , who seized control of the country October 12",/,who,0.00224,def,Sing,3,/,wh,1,WP,/,control of the country,0,/,0.000257,control,indef,Sing,3,conc,6,NN,full,12,Oct-12,/,October,0.00012,def,Sing,3,/,3,NNP,proper,16,/,/,,,,,,,,,,,,,,,,,
443,444,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,15,"""Wait, wait, is this 50 questions?"" asked Bush.",V,Wait,wait,VB,Fin,Tenseless,Simple,Act,1,0.000234,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
444,445,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,15,"""Wait, wait, is this 50 questions?"" asked Bush.",V,wait,wait,VB,Fin,Tenseless,Simple,Act,1,0.000234,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
445,446,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,15,"""Wait, wait, is this 50 questions?"" asked Bush.",N,questions,question,NNS,/,Tenseless,Simple,Act,2,0.000151,/,/,/,/,this,/,/,this,0.00631,indef,Sing,3,/,det,1,DT,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
446,447,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,15,"""Wait, wait, is this 50 questions?"" asked Bush.",V,asked,ask,VBD,Fin,Past,Simple,Act,1,0.000195,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,13,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
447,448,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,16,"Hiller replied: ""No, it's four questions of four leaders in four hot spots."" . . .",V,replied,reply,VBD,Fin,Past,Simple,Act,2,2.00E-05,/,/,/,/,Hiller,/,/,Hiller,5.75E-07,def,Sing,3,/,proper,2,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
448,449,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,16,"Hiller replied: ""No, it's four questions of four leaders in four hot spots."" . . .",N,questions,question,NNS,/,Tenseless,Simple,Act,2,0.000151,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
449,450,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,17,"Bush, in answering the question about the leader of Pakistan, also said: ""The new Pakistani general, he's just been elected -- not elected, this guy took over office.",V,answering,answer,VBG,Ger,Tenseless,Simple,Act,3,1.23E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the question about the leader of Pakistan,0,/,0.000234,question,def,Sing,3,nonconc,12,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Bush ,def,Sing,3,human,,,,,,,,,,,,
450,451,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,17,"Bush, in answering the question about the leader of Pakistan, also said: ""The new Pakistani general, he's just been elected -- not elected, this guy took over office.",V,said,say,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
451,452,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,17,"Bush, in answering the question about the leader of Pakistan, also said: ""The new Pakistani general, he's just been elected -- not elected, this guy took over office.",V,elected,elect,VBN,Part,Pres,Simple,Pass,3,4.27E-05,/,'s,been,be,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,22,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
452,453,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,17,"Bush, in answering the question about the leader of Pakistan, also said: ""The new Pakistani general, he's just been elected -- not elected, this guy took over office.",V,elected,elect,VBN,Part,Tenseless,Simple,Act,3,4.27E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
453,454,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,17,"Bush, in answering the question about the leader of Pakistan, also said: ""The new Pakistani general, he's just been elected -- not elected, this guy took over office.",V,took over,take over,VBD,Fin,Past,Simple,Act,1,0.000257,/,/,/,/,"The new Pakistani general , this guy",/,/,guy,0.000234,def,Sing,3,human,full,11,NN,32,office,0,/,0.000234,office,indef,Sing,3,org,2,NN,full,35,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
454,455,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,18,"It appears this guy is going to bring stability to the country and I think that's good news for the subcontinent.""",V,appears,appear,VBZ,Fin,Pres,Simple,Act,2,7.41E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
455,456,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,18,"It appears this guy is going to bring stability to the country and I think that's good news for the subcontinent.""",V,going,go,VBG,Part,Pres,Simple,Act,2,0.000813,/,/,is,/,this guy,/,/,guy,0.000234,def,Sing,3,human,full,2,NN,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
456,457,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,18,"It appears this guy is going to bring stability to the country and I think that's good news for the subcontinent.""",V,bring,bring,VB,Inf,Tenseless,Simple,Act,1,0.000182,/,/,/,/,this guy,/,/,guy,0.000234,def,Sing,3,human,full,2,NN,4,stability,0,/,2.19E-05,stability,indef,Sing,3,nonconc,4,NN,full,9,to the country,to,country,0.000331,def,Sing,3,org,4,NN,full,12,/,/,,,,,,,,,,,,,,,,,
457,458,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,18,"It appears this guy is going to bring stability to the country and I think that's good news for the subcontinent.""",V,think,think,VBP,Fin,Pres,Simple,Act,1,0.00115,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,14,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
458,459,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,18,"It appears this guy is going to bring stability to the country and I think that's good news for the subcontinent.""",N,news,news,NN,/,Tenseless,Simple,Act,1,0.000257,/,/,/,/,that,/,/,that,0.0105,indef,Sing,3,/,det,1,DT,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
459,460,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,19,Gore released a statement Friday taking Bush to task for his comments on Pakistan's recent coup.,V,released,release,VBD,Fin,Past,Simple,Act,2,0.000102,/,/,/,/,Gore,/,/,Gore,5.25E-06,def,Sing,3,/,proper,1,NNP,1,a statement taking Bush to task for his comments on Pakistan 's recent coup,0,/,9.12E-05,statement,indef,Sing,3,nonconc,20,NN,full,4,Friday,/,Friday,9.55E-05,def,Sing,3,/,2,NNP,proper,5,/,/,,,,,,,,,,,,,,,,,
460,461,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,19,Gore released a statement Friday taking Bush to task for his comments on Pakistan's recent coup.,V,taking,take,VBG,Ger,Tenseless,Simple,Act,2,0.00024,/,/,/,/,a statement,/,/,statement,9.12E-05,indef,Sing,3,nonconc,full,3,NN,4,Bush,0,/,3.47E-05,Bush,def,Sing,3,/,1,NNP,proper,7,to task,to,task,5.01E-05,indef,Sing,3,nonconc,2,NN,full,9,/,/,,,,,,,,,,,,,,,,,
461,462,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,20,"""I find it troubling that a candidate for president in our country -- the world's oldest democracy -- would characterize the military takeover as ""good news,"" Gore said.",V,find,find,VBP,Fin,Pres,Simple,Act,1,0.00055,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
462,463,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,20,"""I find it troubling that a candidate for president in our country -- the world's oldest democracy -- would characterize the military takeover as ""good news,"" Gore said.",V,characterize,characterize,VB,Inf,Tenseless,Simple,Act,4,2.63E-06,/,/,would,/,a candidate for president in our country -- the world 's oldest democracy,/,/,candidate,3.80E-05,indef,Sing,3,human,full,21,NN,8,the military takeover,0,/,4.47E-06,takeover,def,Sing,3,nonconc,8,NN,full,25,"as "" good news",as,news,0.000257,indef,Sing,3,nonconc,3,NN,full,29,/,/,,,,,,,,,,,,,,,,,
463,464,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,20,"""I find it troubling that a candidate for president in our country -- the world's oldest democracy -- would characterize the military takeover as ""good news,"" Gore said.",V,said,say,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,Gore,/,/,Gore,5.25E-06,def,Sing,3,/,proper,1,NNP,32,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
464,465,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,21,"""Further, I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty.",V,find,find,VBP,Fin,Pres,Simple,Act,1,0.00055,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
465,466,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,21,"""Further, I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty.",V,made,make,VBD,Fin,Past,Simple,Act,1,0.000832,/,/,/,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,11,these comments,0,/,7.76E-05,comments,def,Plur,3,nonconc,3,NNS,full,14,about a nation that just last year tested nuclear weapons,about,nation,8.32E-05,indef,Sing,3,org,16,NN,full,17,/,/,,,,,,,,,,,,,,,,,
466,467,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,21,"""Further, I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty.",V,tested,test,VBD,Fin,Past,Simple,Act,2,2.82E-05,/,/,/,/,that,about a nation that just last year tested nuclear weapons,/,that,0.0105,def,Sing,3,org,wh,1,WDT,/,nuclear weapons,0,/,6.03E-05,weapons,indef,Plur,3,conc,5,NNS,full,24,just last year,/,year,0.000832,indef,Sing,3,nonconc,3,NN,full,21,/,/,,,,,,,,,,,,,,,,,
467,468,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,21,"""Further, I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty.",V,voicing,voice,VBG,Ger,Tenseless,Simple,Act,2,1.48E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,his public opposition to the Comprehensive Test Ban Treaty,0,/,4.79E-05,opposition,indef,Sing,3,org,17,NN,full,31,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Bush ,def,Sing,3,human,,,,,,,,,,,,
468,469,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,22,A spokesman for President Clinton also criticized Bush's comments.,V,criticized,criticize,VBD,Fin,Past,Simple,Act,3,1.00E-05,/,/,/,/,A spokesman for President Clinton,/,/,spokesman,5.62E-06,indef,Sing,3,human,full,9,NN,2,Bush 's comments,0,/,7.76E-05,comments,indef,Plur,3,nonconc,4,NNS,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
469,470,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,23,"""It is very dangerous for this country to condone the overthrow of democratically elected governments,"" said David Leavy, spokesman for the National Security Council.",A,dangerous,dangerous,JJ,/,Tenseless,Simple,Act,3,5.89E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
470,471,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,23,"""It is very dangerous for this country to condone the overthrow of democratically elected governments,"" said David Leavy, spokesman for the National Security Council.",V,condone,condone,VB,Inf,Tenseless,Simple,Act,2,1.23E-06,/,/,/,/,this country,/,/,country,0.000331,def,Sing,3,org,full,3,NN,8,the overthrow of democratically elected governments,0,/,5.25E-06,overthrow,def,Sing,3,nonconc,16,NN,full,12,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
471,472,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,23,"""It is very dangerous for this country to condone the overthrow of democratically elected governments,"" said David Leavy, spokesman for the National Security Council.",V,elected,elect,VBN,Part,Tenseless,Simple,Act,3,4.27E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
472,473,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175,23,"""It is very dangerous for this country to condone the overthrow of democratically elected governments,"" said David Leavy, spokesman for the National Security Council.",V,said,say,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,"David Leavy , spokesman for the National Security Council",/,/,David,0.000135,def,Sing,3,/,proper,18,NNP,20,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
