,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10
312,312,313,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,0,What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,What do the new al - Qaeda videotape and audio speeches of Bin Laden and Ayman al - Zawahiri tell us about the hopes of the remaining top leadership of the organization ?,V,tell,tell,VB,Inf,Pres,Simple,Act,1.0,0.000331,Fin,/,/,do,/,the new al - Qaeda videotape and audio speeches of Bin Laden and Ayman al - Zawahiri,/,/,speeches,8.71e-06,def,Plur,3,nonconc,full,26,NNS,11,us,1,/,0.00102,us,def,Plur,1,human,1.5,PRP,pron,21,about the hopes of the remaining top leadership of the organization,about,hopes,2.45e-05,def,Plur,3,human,20.0,NNS,full,24,/,/,/,/,/,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
313,313,314,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,1,"Because the US and Pakistan have managed to capture or kill about 2/3s of the top 25 al-Qaeda commanders, the middle managers are not in close contact with al-Zawahiri and Bin Laden.",Because the US and Pakistan have managed to capture or kill about 2 / 3s of the top 25 al - Qaeda commanders,V,managed,manage,VBN,Part,Pres,Perf,Act,2.0,6.0299999999999995e-05,Fin,/,/,have,/,the US and Pakistan,/,/,US;;Pakistan,0.00102;;3.02e-05,def;;def,Plur,3,org;;loc,proper;;proper,6.5,NNP;;NNP,3;;5,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,13,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act
314,314,315,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,1,"Because the US and Pakistan have managed to capture or kill about 2/3s of the top 25 al-Qaeda commanders, the middle managers are not in close contact with al-Zawahiri and Bin Laden.",the US and Pakistan to capture or kill about 2 / 3s of the top 25 al - Qaeda commanders,V,capture,capture,VB,Inf,Tenseless,Simple,Act,2.0,2.57e-05,Nonfin,/,/,/,/,the US and Pakistan,/,/,US;;Pakistan,0.00102;;3.02e-05,def;;def,Plur,3,org;;loc,proper;;proper,6.5,NNP;;NNP,3;;5,about 2 / 3s of the top 25 al - Qaeda commanders,0,/,1.78e-06,3s,indef,Plur,3,nonconc,11,NNS,full,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,13,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act
315,315,316,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,1,"Because the US and Pakistan have managed to capture or kill about 2/3s of the top 25 al-Qaeda commanders, the middle managers are not in close contact with al-Zawahiri and Bin Laden.",the US and Pakistan or kill about 2 / 3s of the top 25 al - Qaeda commanders,V,kill,kill,VB,Inf,Tenseless,Simple,Act,1.0,0.000123,Nonfin,/,/,/,/,the US and Pakistan,/,/,US;;Pakistan,0.00102;;3.02e-05,def;;def,Plur,3,org;;loc,proper;;proper,6.5,NNP;;NNP,3;;5,about 2 / 3s of the top 25 al - Qaeda commanders,0,/,1.78e-06,3s,indef,Plur,3,nonconc,11,NNS,full,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,13,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act
316,316,317,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,1,"Because the US and Pakistan have managed to capture or kill about 2/3s of the top 25 al-Qaeda commanders, the middle managers are not in close contact with al-Zawahiri and Bin Laden.","Because the US and Pakistan have managed to capture or kill about 2 / 3s of the top 25 al - Qaeda commanders , the middle managers are not in close contact with al - Zawahiri and Bin Laden .",N,contact,contact,NN,/,Tenseless,Simple,Act,2.0,0.00011200000000000001,Nonfin,/,/,/,/,the middle managers,/,/,managers,3.16e-05,def,Plur,3,human,full,6.0,NNS,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,22,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act
317,317,318,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,2,The tape was a way to signal priorities.,The tape was a way to signal priorities .,N,way,way,NN,/,Tenseless,Simple,Act,1.0,0.000977,Nonfin,/,/,/,/,The tape,/,/,tape,2.57e-05,def,Sing,3,loc,full,2.0,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act
318,318,319,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,2,The tape was a way to signal priorities.,to signal priorities,V,signal,signal,VB,Inf,Tenseless,Simple,Act,2.0,4.1700000000000004e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,priorities,0,/,1.15e-05,priorities,indef,Plur,3,nonconc,4.0,NNS,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act
319,319,320,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,3,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .",V,are,be,VBP,Fin,Pres,Simple,Act,1.0,0.0055,Fin,/,/,/,/,These,/,/,These,0.00115,indef,Plur,3,/,det,1.0,DT,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,22,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act
320,320,321,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,3,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",V,Assassinate,assassinate,VB,Inf,Tenseless,Simple,Act,4.0,1.55e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",0,/,1.78e-05,Gen.,def,Sing,3,human,48,NNP,proper,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
321,321,322,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,3,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",V,overthrow,overthrow,VB,Inf,Tenseless,Simple,Act,3.0,5.25e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",0,/,1.78e-05,Gen.,def,Sing,3,human,48,NNP,proper,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
322,322,323,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,3,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",V,made,make,VBN,Part,Past,Perf,Act,1.0,0.0008320000000000001,Fin,/,/,had,/,who,"the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",/,who,0.00224,def,Sing,3,human,wh,1.0,WP,/,a coup,0,/,1.05e-05,coup,indef,Sing,3,nonconc,2.0,NN,full,22,in 1999,in,1999,0.00407,indef,Plur,3,/,1,CD,num,24,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
323,323,324,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,3,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",V,thrown,throw,VBN,Part,Pres,Perf,Act,1.0,2.45e-05,Fin,/,/,has,/,who,"the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda",/,who,0.00224,def,Sing,3,human,wh,1.0,WP,/,his lot,0,/,0.000355,lot,indef,Sing,3,human,2.0,NN,full,30,with the United States,with,States,0.000324,def,Sing,3,loc,6.0,NNP,proper,34,against the Taliban and al - Qaeda,and al - Qaeda,37,41,/,/,/,18,/,2,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
324,324,325,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,4,Musharraf has been trying to purge his officer corps of the substantial number of al-Qaeda sympathizers.,Musharraf has been trying to purge his officer corps of the substantial number of al - Qaeda sympathizers .,V,trying,try,VBG,Part,Pres,PerfProg,Act,1.5,0.000269,Fin,/,has,been,/,Musharraf,/,/,Musharraf,5.75e-07,def,Sing,3,loc,proper,3,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,5,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
325,325,326,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,4,Musharraf has been trying to purge his officer corps of the substantial number of al-Qaeda sympathizers.,Musharraf to purge his officer corps of the substantial number of al - Qaeda sympathizers,V,purge,purge,VB,Inf,Tenseless,Simple,Act,1.0,3.47e-06,Nonfin,/,/,/,/,Musharraf,/,/,Musharraf,5.75e-07,def,Sing,3,loc,proper,3,NNP,1,his officer corps,0,/,1.62e-05,corps,indef,Sing,3,org,5.0,NN,full,9,of the substantial number of al - Qaeda sympathizers,of,number,0.000437,def,Sing,3,conc,15,NN,full,13,/,/,/,/,/,5,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
326,326,327,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,5,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad, as well as nearly 500 other al-Qaeda operatives, over 400 of whom the Pakistanis have turned over to the US.","His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US .",V,captured,capture,VBN,Part,Pres,Perf,Act,2.0,2.6300000000000002e-05,Fin,/,/,has,/,His military intelligence,/,/,intelligence,5.25e-05,indef,Sing,3,org,full,9.0,NN,3,"major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US",0,/,5.5e-05,figures,indef,Plur,3,human,52,NNS,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
327,327,328,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,5,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad, as well as nearly 500 other al-Qaeda operatives, over 400 of whom the Pakistanis have turned over to the US.",", as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US",V,turned over,turn over,VBN,Part,Pres,Perf,Act,1.0,0.00011100000000000001,Fin,/,/,have,/,the Pakistanis,/,/,Pakistanis,9.33e-07,def,Plur,3,org,proper,5.0,NNPS,32,", as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US",0,/,0.00186;;9.33e-07;;0.00501;;0.00115;;0.00102,400;;Pakistanis;;have;;over;;US,indef;;def;;indef;;indef;;def,Plur,3,/;;org;;human;;nonconc;;/,33,CD;;NNPS;;VBP;;RP;;NNP,num;;proper;;full;;NMA!;;proper,28;;32;;33;;35;;38,to the US,to,US,0.00102,def,Sing,3,/,3.5,NNP,proper,38,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
328,328,329,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,6,"Musharraf held elections in October of 2002, in which center-right parties did well, but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition, MMA.","Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .",V,held,hold,VBD,Fin,Past,Simple,Act,1.0,0.000182,Fin,/,/,/,/,Musharraf,/,/,Musharraf,5.75e-07,def,Sing,3,human,proper,3,NNP,1,"elections in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA",0,/,5.89e-05,elections,indef,Plur,3,nonconc,41,NNS,full,3,in October of 2002,in,October,0.00012,def,Sing,3,/,5,NNP,proper,5,/,/,/,/,/,5,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
329,329,330,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,6,"Musharraf held elections in October of 2002, in which center-right parties did well, but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition, MMA.","elections in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA",V,did,do,VBD,Fin,Past,Simple,Act,1.0,0.0009119999999999999,Fin,/,/,/,/,center - right parties,/,/,parties,7.94e-05,indef,Plur,3,org,full,5,NNS,14,/,0,/,/,/,/,/,/,/,/,/,/,/,in which,/,which,0.00219,def,Plur,3,nonconc,2.0,WDT,wh,/,in which,/,10,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
330,330,331,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,6,"Musharraf held elections in October of 2002, in which center-right parties did well, but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition, MMA.",", but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA",V,went,go,VBD,Fin,Past,Simple,Act,1.0,0.000331,Fin,/,/,/,/,nearly 20 percent of parliament seats,/,/,percent,9.77e-05,indef,Sing,3,nonconc,full,9,NN,23,/,0,/,/,/,/,/,/,/,/,/,/,/,in which,in,which,0.00219,indef,/,3,/,2.0,WDT,wh,20,"to the fundamentalist religious party coalition , MMA",/,33,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
331,331,332,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,7,"MMA also captured the Northwest Frontier Province, which probably shelters Bin Laden and al-Zawahiri, and is in a joint government of Baluchistan Province, also on the Afghanistan border.","MMA also captured the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border .",V,captured,capture,VBD,Fin,Past,Simple,Act,2.0,2.6300000000000002e-05,Fin,/,/,/,/,MMA,/,/,MMA,3.31e-06,def,Sing,3,org,proper,1,NNP,1,"the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border",0,/,5.13e-05,Province,def,Sing,3,loc,49,NNP,proper,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,10,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
332,332,333,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,7,"MMA also captured the Northwest Frontier Province, which probably shelters Bin Laden and al-Zawahiri, and is in a joint government of Baluchistan Province, also on the Afghanistan border.","the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border",V,shelters,shelter,VBZ,Fin,Pres,Simple,Act,2.0,5.01e-06,Fin,/,/,/,/,which,"the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border",/,which,0.00219,def,Sing,3,loc,wh,1.0,WDT,/,Bin Laden and al - Zawahiri,0,/,1.48e-05;;0.000162,Bin;;al,def;;def,Plur,3,human;;/,9,NNP;;NNP,proper;;proper,12;;15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
333,333,334,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,7,"MMA also captured the Northwest Frontier Province, which probably shelters Bin Laden and al-Zawahiri, and is in a joint government of Baluchistan Province, also on the Afghanistan border.","the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border",N,government,government,NN,/,Tenseless,Simple,Act,3.0,0.000479,Nonfin,/,/,/,/,which,"the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border",/,which,0.00219,def,Sing,3,loc,wh,1.0,WDT,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
334,334,335,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,8,"If al-Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers, they can hope to catapult the MMA to power as political allies and hosts.",If al - Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers,V,kill,kill,VB,Inf,Tenseless,Simple,Act,1.0,0.000123,Fin,/,/,can,/,al - Qaeda,/,/,Qaeda,5.01e-06,def,Sing,3,/,proper,3,NNP,4,Musharraf,0,/,5.75e-07,Musharraf,def,Sing,3,human,3,NNP,proper,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,2,5,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
335,335,336,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,8,"If al-Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers, they can hope to catapult the MMA to power as political allies and hosts.",al - Qaeda or instigate a military coup against him by Islamist junior officers,V,instigate,instigate,VB,Inf,Tenseless,Simple,Act,3.0,5.89e-07,Nonfin,/,/,/,/,al - Qaeda,/,/,Qaeda,5.01e-06,def,Sing,3,/,proper,3,NNP,4,a military coup against him by Islamist junior officers,0,/,1.05e-05,coup,indef,Sing,3,nonconc,18.0,NN,full,12,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,2,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
336,336,337,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,8,"If al-Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers, they can hope to catapult the MMA to power as political allies and hosts.","If al - Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers , they can hope to catapult the MMA to power as political allies and hosts .",V,hope,hope,VB,Inf,Tenseless,Simple,Act,1.0,0.000251,Fin,/,/,can,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,20,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,11,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
337,337,338,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,8,"If al-Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers, they can hope to catapult the MMA to power as political allies and hosts.",they to catapult the MMA to power as political allies and hosts,V,catapult,catapult,VB,Inf,Tenseless,Simple,Act,3.0,8.13e-07,Nonfin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1.0,PRP,20,the MMA,0,/,3.31e-06,MMA,def,Sing,3,org,2,NNP,proper,26,to power,to,power,0.000339,indef,Sing,3,org,3.0,NN,full,28,as political allies and hosts,and hosts,31,33,/,11,10,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
338,338,339,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,9,"They would thereby gain control of a major base for terrorist operations, which is also a nuclear power.","They would thereby gain control of a major base for terrorist operations , which is also a nuclear power .",V,gain,gain,VB,Inf,Tenseless,Simple,Act,1.0,6.31e-05,Fin,/,/,would,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1.0,PRP,1,"control of a major base for terrorist operations , which is also a nuclear power",0,/,0.000257,control,indef,Sing,3,conc,25,NN,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,11,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
339,339,340,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,9,"They would thereby gain control of a major base for terrorist operations, which is also a nuclear power.","of a major base for terrorist operations , which is also a nuclear power",N,power,power,NN,/,Tenseless,Simple,Act,2.0,0.000339,Nonfin,/,/,/,/,which,"of a major base for terrorist operations , which is also a nuclear power",/,which,0.00219,def,Sing,3,loc,wh,1.0,WDT,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
340,340,341,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700,10,"All this is highly unlikely, as with most al-Qaeda crackpot schemes.","All this is highly unlikely , as with most al - Qaeda crackpot schemes .",A,unlikely,unlikely,JJ,/,Tenseless,Simple,Act,3.0,2.09e-05,Nonfin,/,/,/,/,All this,/,/,this,0.00631,indef,Sing,3,/,det,2.0,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,19,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
