X1,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10,X81,X82,X83,X84,X85,X86,X87,X88,X89,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim
154,154,155,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,13,"What irritates me is this sudden false 'solidarity' between Sunni and Shi'ite clerics, we all know that they would be glad to get at each others throats when they have the chance, and Shia clerics were describing Fallujan insurgents as 'Ba'athists', 'Saddamites', 'Wahhabis', and 'terrorists' just a few days ago.",when they have the chance,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,33,the chance,0,/,0.000166,chance,def,Sing,3,conc,2,NN,full,36,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,12,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,155,156,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,13,"What irritates me is this sudden false 'solidarity' between Sunni and Shi'ite clerics, we all know that they would be glad to get at each others throats when they have the chance, and Shia clerics were describing Fallujan insurgents as 'Ba'athists', 'Saddamites', 'Wahhabis', and 'terrorists' just a few days ago.",", and Shia clerics were describing Fallujan insurgents as ' Ba'athists ' , ' Saddamites ' , ' Wahhabis ' , and ' terrorists ' just a few days ago",V,describing,describe,VBG,Part,Past,Simple,Act,3,1.74e-5,Fin,/,/,were,/,Shia clerics,/,/,clerics,1.35E-06,indef,Plur,3,human,full,4,NNS,40,Fallujan insurgents,0,/,2.95E-06,insurgents,indef,Sing,3,human,6,NN,full,44,"as ' Ba'athists ' , ' Saddamites ' , ' Wahhabis ' , and ' terrorists '",as;;as,Wahhabis;;terrorists,1e-07;;1.2e-05,indef;;indef,Plur,3,/;;human,15,NNPS;;NNS,proper;;full,55;;60,", and ' terrorists '",/,60,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,156,157,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,14,So what happened?,So what happened ?,V,happened,happen,VBD,Fin,Past,Simple,Act,2,1.48e-4,Fin,/,/,/,/,what,/,/,what,0.0024,indef,/,3,/,wh,1,WP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,157,158,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,15,"I guess it's just the old new Arab 'Me against my brother, me and my brother against my cousin, me and my cousin against my enemy', or 'The enemy of my enemy is my friend' thing going on again.","I guess it 's just the old new Arab ' Me against my brother , me and my brother against my cousin , me and my cousin against my enemy ' , or ' The enemy of my enemy is my friend ' thing going on again .",V,guess,guess,VBP,Fin,Pres,Simple,Act,1,1.48e-4,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,2,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,158,159,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,15,"I guess it's just the old new Arab 'Me against my brother, me and my brother against my cousin, me and my cousin against my enemy', or 'The enemy of my enemy is my friend' thing going on again.",", or ' The enemy of my enemy is my friend '",N,friend,friend,NN,/,Tenseless,Simple,Act,1,2.45e-4,Nonfin,/,/,/,/,The enemy of my enemy,/,/,enemy,5.37E-05,def,Sing,3,org,full,9,NN,36,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,159,160,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,15,"I guess it's just the old new Arab 'Me against my brother, me and my brother against my cousin, me and my cousin against my enemy', or 'The enemy of my enemy is my friend' thing going on again.","it 's just the old new Arab ' Me against my brother , me and my brother against my cousin , me and my cousin against my enemy ' , or ' The enemy of my enemy is my friend ' thing going on again",N,thing,thing,NN,/,Tenseless,Simple,Act,1,4.9e-4,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,160,161,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,15,"I guess it's just the old new Arab 'Me against my brother, me and my brother against my cousin, me and my cousin against my enemy', or 'The enemy of my enemy is my friend' thing going on again.",going on again,V,going on,go on,VBG,Ger,Tenseless,Prog,Act,2,7.4e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,161,162,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,16,"Speaking of Fallujah, we have only Al-Jazeera to rely on for our news from there.",Speaking of Fallujah,V,Speaking,speak,VBG,Ger,Tenseless,Prog,Act,2,8.32e-5,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,of Fallujah,of,Fallujah,6.03E-07,def,Sing,3,/,4,NNP,proper,3,/,/,/,/,NA,/,/,9,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,162,163,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,16,"Speaking of Fallujah, we have only Al-Jazeera to rely on for our news from there.","Speaking of Fallujah , we have only Al - Jazeera to rely on for our news from there .",V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,Fin,/,/,/,/,we,/,/,we,0.00316,def,Plur,1,human,pron,1,PRP,5,only Al - Jazeera to rely on for our news from there,0,/,1.58E-06,Jazeera,def,Sing,3,/,15,NNP,proper,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,15,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,163,164,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,16,"Speaking of Fallujah, we have only Al-Jazeera to rely on for our news from there.",to rely on for our news from there,V,rely,rely,VB,Inf,Tenseless,Simple,Act,2,1.95e-5,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,on,/,on,0.00832,indef,/,3,/,1,IN,NMA!,13,for our news from there,/,16,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,164,165,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,17,"They have sent over their top reporter Ahmed Mansour to the town, and he is spouting all kinds of propaganda hourly reminding me of Al-Sahhaf.","They have sent over their top reporter Ahmed Mansour to the town , and he is spouting all kinds of propaganda hourly reminding me of Al - Sahhaf .",V,sent,send,VBN,Part,Pres,Perf,Act,1,1.51e-4,Fin,/,/,have,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1,PRP,1,their top reporter Ahmed Mansour,0,/,1.86E-05,reporter,indef,Sing,3,human,9,NN,full,7,to the town,to,town,0.000174,def,Sing,3,human,3,NN,full,12,/,/,/,/,NA,8,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,165,166,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,17,"They have sent over their top reporter Ahmed Mansour to the town, and he is spouting all kinds of propaganda hourly reminding me of Al-Sahhaf.",", and he is spouting all kinds of propaganda hourly reminding me of Al - Sahhaf",V,spouting,spout,VBG,Part,Pres,Simple,Act,2,5.75e-7,Fin,/,/,is,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,15,all kinds of propaganda,0,/,3.31E-05,kinds,indef,Plur,3,nonconc,7,NNS,full,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,11,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,166,167,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,17,"They have sent over their top reporter Ahmed Mansour to the town, and he is spouting all kinds of propaganda hourly reminding me of Al-Sahhaf.",reminding me of Al - Sahhaf,V,reminding,remind,VBG,Ger,Tenseless,Prog,Act,3,5.13e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,me,0,/,0.00331,me,def,Sing,1,human,1,PRP,pron,24,of Al - Sahhaf,of,Al,0.000162,def,Sing,3,/,4,NNP,proper,26,/,/,/,/,NA,/,2,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,propaganda,indef,Sing,3,human
167,167,168,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,18,"""They are targetting ambulances"", ""American snipers are shooting children and pregnant women"", and ""They are using cluster bombs against civilians"" is all you get to hear from him.",""" They are targetting ambulances "" , "" American snipers are shooting children and pregnant women "" , and "" They are using cluster bombs against civilians """,V,targetting,targett,VBG,Part,Pres,Simple,Act,3,1e-7,Fin,/,/,are,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1,PRP,2,ambulances,0,/,1.20E-06,ambulances,indef,Plur,3,vehicle,4,NNS,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,168,169,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,18,"""They are targetting ambulances"", ""American snipers are shooting children and pregnant women"", and ""They are using cluster bombs against civilians"" is all you get to hear from him.",", "" American snipers are shooting children and pregnant women """,V,shooting,shoot,VBG,Part,Pres,Simple,Act,2,4.9e-5,Fin,/,/,are,/,American snipers,/,/,snipers,1.62E-06,indef,Plur,3,human,full,6,NNS,10,children and pregnant women,0,/,0.000339;;0.000355,children;;women,indef;;indef,Plur,3,human;;human,7,NNS;;NNS,full;;full,13;;16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,169,170,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,18,"""They are targetting ambulances"", ""American snipers are shooting children and pregnant women"", and ""They are using cluster bombs against civilians"" is all you get to hear from him.",", and "" They are using cluster bombs against civilians """,V,using,use,VBG,Part,Pres,Simple,Act,2,2.95e-4,Fin,/,/,are,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1,PRP,21,cluster bombs,0,/,1.32E-05,bombs,indef,Plur,3,conc,3,NNS,full,25,against civilians,against,civilians,1.41E-05,indef,Plur,3,human,5,NNS,full,27,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,170,171,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,18,"""They are targetting ambulances"", ""American snipers are shooting children and pregnant women"", and ""They are using cluster bombs against civilians"" is all you get to hear from him.",you get to hear from him,V,get,get,VBP,Fin,Pres,Simple,Act,1,0.00182,Fin,/,/,/,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,31,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,171,172,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,18,"""They are targetting ambulances"", ""American snipers are shooting children and pregnant women"", and ""They are using cluster bombs against civilians"" is all you get to hear from him.",you to hear from him,V,hear,hear,VB,Inf,Tenseless,Simple,Act,1,1.62e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,from him,from,him,0.00126,def,Sing,3,human,2,PRP,pron,36,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,172,173,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,19,"He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al-Golan, but of course that is okay for Al-Jazeera.","He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al - Golan , but of course that is okay for Al - Jazeera .",V,make,make,VB,Inf,Past,Simple,Act,1,0.00112,Fin,/,/,did,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1,PRP,1,an unforgivable error,0,/,4.27E-05,error,indef,Sing,3,nonconc,8,NN,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,11,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,173,174,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,19,"He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al-Golan, but of course that is okay for Al-Jazeera.",when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al - Golan,V,mentioned,mention,VBD,Fin,Past,Simple,Act,2,7.08e-5,Fin,/,/,/,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,9,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,11,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,174,175,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,19,"He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al-Golan, but of course that is okay for Al-Jazeera.",that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al - Golan,V,shooting,shoot,VBG,Part,Past,Simple,Act,2,4.9e-5,Fin,/,/,were,/,Fallujan militants,/,/,militants,3.89E-06,indef,Plur,3,human,full,6,NNS,13,/,0,/,/,/,/,/,/,/,/,/,/,/,at the Marines,at,Marines,7.94E-06,def,Plur,3,/,4,NNPS,proper,18,from the roofs of mosques and houses,in Hay Al - Golan,21,30,NA,/,/,7,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,175,176,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,19,"He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al-Golan, but of course that is okay for Al-Jazeera.",", but of course that is okay for Al - Jazeera",A,okay,okay,JJ,/,Tenseless,Simple,Act,2,1.23e-4,Nonfin,/,/,/,/,that,/,/,that,0.0105,indef,Sing,3,/,det,1,DT,35,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,176,177,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,20,Someone who called himself Abu Hafs from the Ibn Al-Khattab Brigades (another new group) was on Al-Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents.,Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ) describing the enormous casualties among the Marines,V,called,call,VBD,Fin,Past,Simple,Act,1,3.98e-4,Fin,/,/,/,/,who,/,/,who,0.00224,indef,/,3,org,wh,1,WP,2,himself,0,/,0.000174,himself,def,Sing,3,/,2,PRP,pron,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,177,178,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,20,Someone who called himself Abu Hafs from the Ibn Al-Khattab Brigades (another new group) was on Al-Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents.,Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ) was on Al - Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents .,N,Jazeera,Jazeera,NNP,/,Tenseless,Simple,Act,3,1.58e-6,Nonfin,/,/,/,/,Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ) describing the enormous casualties among the Marines,/,/,Someone,0.000389,indef,Sing,3,human,full,40,NN,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,178,179,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,20,Someone who called himself Abu Hafs from the Ibn Al-Khattab Brigades (another new group) was on Al-Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents.,describing the enormous casualties among the Marines,V,describing,describe,VBG,Ger,Tenseless,Prog,Act,3,1.74e-5,Nonfin,/,/,/,/,Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ),/,/,Someone,0.000389,indef,Sing,3,human,full,25,NN,1,the enormous casualties among the Marines,0,/,8.91E-06,casualties,def,Plur,3,human,12.33333333,NNS,full,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,179,180,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,20,Someone who called himself Abu Hafs from the Ibn Al-Khattab Brigades (another new group) was on Al-Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents.,and he sweared that American soldiers were mutilating the bodies of dead insurgents,V,sweared,swear,VBD,Fin,Past,Simple,Act,1,1.51e-8,Fin,/,/,/,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,32,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,11,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,180,181,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,20,Someone who called himself Abu Hafs from the Ibn Al-Khattab Brigades (another new group) was on Al-Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents.,that American soldiers were mutilating the bodies of dead insurgents,V,mutilating,mutilate,VBG,Part,Past,Simple,Act,4,2.04e-7,Fin,/,/,were,/,American soldiers,/,/,soldiers,5.75E-05,indef,Plur,3,human,full,6,NNS,36,the bodies of dead insurgents,0,/,5.62E-05,bodies,def,Plur,3,conc,8,NNS,full,40,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,181,182,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,21,Over 300 Iraqis are reported dead and 500 wounded in Fallujah alone.,Over 300 Iraqis are reported dead and 500 in Fallujah alone .,V,reported,report,VBN,Part,Pres,Simple,Pass,3,1.12e-4,Fin,/,/,are,be,Over 300 Iraqis,/,/,Iraqis,1.95E-06,indef,Plur,3,/,proper,5,NNPS,3,/,0,/,/,/,/,/,/,/,/,/,/,/,in Fallujah alone,in,Fallujah,6.03E-07,def,Sing,3,/,6,NNP,proper,11,/,/,/,/,NA,/,/,9,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,indef,/,3,/
182,182,183,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,22,Al-Iraqiyah tv said that ICDC were controlling Ramadi.,Al - Iraqiyah tv said that ICDC were controlling Ramadi .,V,said,say,VBD,Fin,Past,Simple,Act,1,9.12e-4,Fin,/,/,/,/,Al - Iraqiyah tv,/,/,tv,0.000155,def,Sing,3,/,proper,5,NNP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,183,184,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,22,Al-Iraqiyah tv said that ICDC were controlling Ramadi.,that ICDC were controlling Ramadi,V,controlling,control,VBG,Part,Past,Simple,Act,3,1.55e-5,Fin,/,/,were,/,ICDC,/,/,ICDC,1.74E-08,indef,Plur,3,/,proper,1,NNPS,7,Ramadi,0,/,3.24E-07,Ramadi,def,Sing,3,/,3,NNP,proper,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,10,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,184,185,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,23,"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin, an Al-Qaeda operative in Saudi Arabia on an Islamic website 'the voice of Jihad', in which he stated that ""although mutilating dead bodies is not originally permitted in Islam, but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions"".","Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ' , in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions "" .",V,mentioned,mention,VBD,Fin,Past,Simple,Act,2,7.08e-5,Fin,/,/,/,/,Azzaman newspaper,/,/,newspaper,4.37E-05,indef,Sing,3,org,full,6,NN,2,"an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ' , in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions """,0,/,1.95E-05,announcement,indef,Sing,3,nonconc,106,NN,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
